ID,Name,Category,version,project,site,Family,Type,Height Offset From Level,Level,Related to Mass,Room Bounding,Area,Elevation at Bottom,Elevation at Top,Perimeter,Thickness,Volume,Design Option,Family and Type,Type Id,Phase Created,Phase Demolished,Enable Analytical Model,Span Direction,Structural,Base Constraint,Base Extension Distance,Base Offset,Base is Attached,Location Line,Top Constraint,Top Extension Distance,Top Offset,Top is Attached,Unconnected Height,Length,Structural Usage,Elevation from Level,Host,Schedule Level,Mark,Type Name,Family Name,Host Id,System Abbreviation,System Type,Extrusion End,Extrusion Start,Level Offset,Reference Level,Work Plane,Fascia Depth,Rafter Cut,Slope,Projected Area,Surface Area,Cut,Fill,Net cut/fill,Material,Base Level,Column Location Mark,Column Style,Moves With Grids,Top Level,Show Capital,Show Drop Panel,Capital Top Offset,Height 1,Structural Material,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,Moves With Nearby Elements,Offset from Host,Sill Height,Head Height,Height,Width,Install Depth (from outside),Rough Height,Rough Width,Bottom Hung Casement,Casement Pivot,Casement Swing in Plan,Top Hung Casement,Casement,Frame,Glass,Window Cill Exterior,Window Cill Interior,Comments,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Core Thickness,Elevation at Bottom Core,Elevation at Bottom Survey,Elevation at Top Core,Elevation at Top Survey,Desired Stair Height,Actual Number of Risers,Actual Riser Height,Actual Tread Depth,Desired Number of Risers,Tread/Riser Start Number,Rebar Cover,Offset from Path,Circuit Number,Panel,Distance from Wall,Chrome Drain Fitting Visibility,Flow Pressure,Base Connection,Top Connection,Base Offset From Level,Cutoff Level,Cutoff Offset,Maximum Ridge Height,Lamp Quantity,Rotation,Spacing,Spacing Left,Track/Bswy Length,Electrical Data,Calculate Coefficient of Utilization,Lamp 10,Lamp 11,Lamp 12,Lamp 2,Lamp 3,Lamp 4,Lamp 5,Lamp 6,Lamp 7,Lamp 8,Lamp 9,Circuit Numbering Option,Supply From,Apparent Load Phase A,Apparent Load Phase B,Apparent Load Phase C,Branch Circuit Apparent Load Phase A,Branch Circuit Apparent Load Phase B,Branch Circuit Apparent Load Phase C,Feed Through Lugs Apparent Load Phase A,Feed Through Lugs Apparent Load Phase B,Feed Through Lugs Apparent Load Phase C,Total Connected,Total Demand Factor,Total Estimated Demand,Enclosure,Location,Mounting,Panel Name,Tank,Sofa Material,Stand,Absorptance,Heat Transfer Coefficient (U),Roughness,Thermal Mass,Thermal Resistance (R),Function,Wrapping at Ends,Wrapping at Inserts,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Assembly Code,Assembly Description,Description,Keynote,Default Elevation,ADA Compliant,Code Name,Created By,Facucent Drilling,Manufacturer,Model,OmniClass Number,OmniClass Title,Product Documentation Link,Product Page URL,URL,Finish,WFU,Sanitary Diameter,Sanitary Radius,Waste Connection,Sanitary Connector Left,Sanitary Connector Right,Spout Reach,Spout Reach Offset,Installation Type,Actual Valve Water Flow,CWFU,HWFU,CW Connection,Cold Water Diameter,Cold Water Radius,HW Connection,Hot Water Diameter,Hot Water Radius,Cold Water Connector,Hot Water Connector,Waste Connection Radius,Nominal Height,Nominal Length,Nominal Width,CADworks URL,Product URL,Series,Skirt Material,Vent Connection,Waste Connection NPT,Shipping Weight,Angle,Justification,Number,Offset,Type Mark,Automatically Embed,Curtain Panel,Join Condition,Adjust for Mullion Size,Layout,Border 1 Type,Border 2 Type,Interior Type,Gross Surface Area,Gross Volume,Round Connector Dimension,Panel Configuration,Family Name Key,Seek Item ID,Always vertical,Apply to,Attachment Point,Automatic Cutback for Beams and Braces,Automatically joins geometry to walls,Content protection enabled,Cut with Voids When Loaded,Elevation Mark Use,Enable cutting in views,File Path,Filter Parameter,Is parametric,Keep text readable,Light Source,Maintain Annotation Orientation,Profile Definition,Profile Usage,Render Appearance Source,Representation Type,Room Calculation Point,Rotate with component,Shared,Show family pre-cut in plan views,Symbolic Representation,Usage,Work Plane-Based,Part Type,Always export as geometry,Beam cutback in plan,Can host rebar,Cap,Material for Model Behavior,Cold Water Connection Radius,Hot Water Connection Radius,Cold Water Connection NPT,Hot Water Connection NPT,Capacity,Inlet Left,Inlet Right,L,Outlet Left,Outlet Right,Overflow Left,Overflow Right,R,W,Limit Offset,Upper Limit,Computation Height,Unbounded Height,Actual Lighting Load,Actual Lighting Load per area,Actual Power Load,Actual Power Load per area,Area per Person,Base Lighting Load on,Base Power Load on,Heat Load Values,Latent Heat Gain per person,Lighting Load Units,Number of People,Plenum Lighting Contribution,Power Load Units,Sensible Heat Gain per person,Specified Lighting Load,Specified Lighting Load per area,Specified Power Load,Specified Power Load per area,Total Heat Gain per person,Phase Id,Phase,Depth,
176804,Floor,OST_Floors,2018,,,Generic 150mm,Generic 150mm,0,Level 1,No,Yes,106 m²,-150,0,48000,150,15.89 m³,None,Generic 150mm,Generic 150mm,Working Drawings,None,No,0.00°,No,
198694,Basic Wall,OST_Walls,2018,,,SIP 202mm Wall - conc clad,SIP 202mm Wall - conc clad,,,No,Yes,22 m²,,,,,4.52 m³,None,SIP 202mm Wall - conc clad,SIP 202mm Wall - conc clad,Working Drawings,None,No,,No,Level 2,0,-300,No,0,Roof Line,0,0,No,3300,6202,0,
198749,Basic Wall,OST_Walls,2018,,,Wall - Timber Clad,Wall - Timber Clad,,,No,Yes,6 m²,,,,,1.21 m³,None,Wall - Timber Clad,Wall - Timber Clad,Working Drawings,None,No,,No,Level 1,0,0,No,3,Level 2,0,0,Yes,3000,4580,0,
211850,Sink-Offset-Kohler-Vault-3823_4,OST_PlumbingFixtures,2018,,,Steel-Stainless-NA,Steel-Stainless-NA,,Level 1,,,1 m²,,,,,0.00 m³,None,Steel-Stainless-NA,Steel-Stainless-NA,Working Drawings,None,,,,,,,,,,,,,,,,941,4500_Kitchen Island_DW : 4500_Kitchen Island_DW,Level 1,1,Steel-Stainless-NA,Sink-Offset-Kohler-Vault-3823_4,None,,None,
213811,Faucet-8inch_Reach-Kohler-Purist-7507,OST_PlumbingFixtures,2018,,,Chrome-Polished_Chrome-CP,Chrome-Polished_Chrome-CP,,Level 1,,,0 m²,,,,,0.00 m³,None,Chrome-Polished_Chrome-CP,Chrome-Polished_Chrome-CP,Working Drawings,None,,,,,,,,,,,,,,,,941,Sink-Offset-Kohler-Vault-3823_4 : Steel-Stainless-NA,Level 1,3,Chrome-Polished_Chrome-CP,Faucet-8inch_Reach-Kohler-Purist-7507,None,,None,
234869,Basic Wall,OST_Walls,2018,,,Wall - Timber Clad,Wall - Timber Clad,,,No,Yes,21 m²,,,,,4.34 m³,None,Wall - Timber Clad,Wall - Timber Clad,Working Drawings,None,No,,No,Level 2,0,0,No,0,Ceiling,0,3746,Yes,3446,4661,0,
243274,Basic Roof,OST_Roofs,2018,,,SG Metal Panels roof,SG Metal Panels roof,,,No,Yes,173 m²,,,,202,34.97 m³,None,SG Metal Panels roof,SG Metal Panels roof,Working Drawings,None,,,,,,,,,,,,,,,,,,,,,,,,,-6202,13298,0,Roof Line,,0,33615,0.00 °,
411452,,OST_Topography,2018,,,,,,,,,,,,,,,None,,,Working Drawings,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527 m²,3611 m²,0.00 m³,0.00 m³,0.00 m³,Grass,
414482,M_Concrete-Round-Column with Drop Caps,OST_StructuralColumns,2018,,,M_1000,M_1000,,Level 1,,Yes,,,,,,4.10 m³,None,M_1000,M_1000,Working Drawings,None,Yes,,,,,-1800,,,,,100,,,4900,,,,,,,M_Concrete-Round-Column with Drop Caps,None,,,,,,,,,,,,,,,,,Level 1,B-2(1500),0,Yes,Level 2,Yes,Yes,250,250,Concrete - Cast-in-Place Concrete,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,
